Vehicle Type,Pickup Location,Drop Location,Booking Value,Ride Distance
Go Sedan,Devanahalli,Richmond Town,1966.75,4.78
Go Sedan,Hulimavu,Bannerghatta Road,0.0,0.0
UberXL,Hulimavu,Bellandur,0.0,0.0
eBike,CV Raman Nagar,Domlur,1318.14,21.04
UberXL,Basavanagudi,Nagarbhavi,0.0,0.0
Go Sedan,Sarjapur Road,Koramangala,739.87,9.51
Non-AC Taxi,Hosur Road,Dasarahalli,648.57,24.08
eBike,MG Road,Anekal,321.47,17.7
UberXL,Frazer Town,CV Raman Nagar,0.0,0.0
Premier,Hulimavu,Devanahalli,1340.18,17.27
UberXL,Magadi Road,Magadi Road,1587.26,20.34
eBike,Shivaji Nagar,Rajajinagar,0.0,0.0
Uber Go,Magadi Road,BTM Layout,0.0,0.0
Uber Go,Basaveshwaranagar,Kadugodi,693.47,12.39
Non-AC Taxi,CV Raman Nagar,CV Raman Nagar,0.0,0.0
Moto,Shivaji Nagar,Kammanahalli,1295.86,9.27
Non-AC Taxi,Bannerghatta Road,Ulsoor,875.93,15.88
Moto,Yeshwanthpur,Richmond Town,748.44,3.82
Moto,Rajajinagar,Benson Town,1998.03,2.17
Premier,Vidyaranyapura,Devanahalli,398.11,4.03
Moto,Banashankari,Banashankari,954.55,26.87
Non-AC Taxi,Shivaji Nagar,Basaveshwaranagar,1916.31,10.65
eBike,Shivaji Nagar,HSR Layout,916.63,24.67
UberXL,CV Raman Nagar,Anekal,0.0,0.0
Go Sedan,Kudlu Gate,Domlur,0.0,0.0
Non-AC Taxi,Shivaji Nagar,Lingarajapuram,0.0,0.0
Go Sedan,Cox Town,Nagarbhavi,0.0,0.0
Uber Go,Benson Town,Koramangala,1408.48,18.77
Moto,Anekal,Kudlu Gate,0.0,0.0
Uber Go,Frazer Town,KR Puram,0.0,0.0
Non-AC Taxi,Basavanagudi,Electronic City,0.0,0.0
UberXL,KR Puram,CV Raman Nagar,0.0,0.0
UberXL,Shivaji Nagar,Sadashivanagar,274.51,19.39
Uber Go,Shivaji Nagar,Yeshwanthpur,1035.82,22.48
Moto,Whitefield,Lingarajapuram,0.0,0.0
Go Sedan,Bommanahalli,Kadugodi,714.51,14.83
Moto,Varthur,Bellandur,0.0,0.0
UberXL,Hulimavu,Dasarahalli,527.29,25.92
eBike,Bellandur,Frazer Town,377.4,21.63
Go Sedan,HSR Layout,Kengeri,0.0,0.0
Premier,Basaveshwaranagar,Koramangala,1655.43,24.16
Non-AC Taxi,Devanahalli,Basaveshwaranagar,390.0,14.2
eBike,Basavanagudi,Richmond Town,1519.01,9.81
Go Sedan,Richmond Town,HSR Layout,0.0,0.0
Go Sedan,Basaveshwaranagar,Bellandur,1077.42,2.91
Go Sedan,Domlur,Dasarahalli,278.17,27.5
UberXL,Benson Town,Varthur,157.51,15.95
eBike,Magadi Road,Hulimavu,1839.26,9.77
eBike,Vidyaranyapura,Kadugodi,1879.61,21.29
eBike,Magadi Road,Lingarajapuram,338.27,12.28
Moto,Lingarajapuram,Kengeri,1264.0,11.21
Uber Go,Devanahalli,Malleswaram,230.7,10.69
Uber Go,KR Puram,KR Puram,991.99,19.83
eBike,Rajajinagar,Jayanagar,746.56,20.74
eBike,Nagarbhavi,Anekal,719.37,18.06
Go Sedan,Yeshwanthpur,Hosur Road,0.0,0.0
Uber Go,Kudlu Gate,Cox Town,0.0,0.0
Premier,Kudlu Gate,Shivaji Nagar,0.0,0.0
Uber Go,Bommanahalli,Mahadevapura,0.0,0.0
eBike,Electronic City,BTM Layout,63.15,25.33
Premier,Kadugodi,Indiranagar,950.81,26.08
Uber Go,Hennur,Devanahalli,545.55,22.33
Go Sedan,CV Raman Nagar,Banashankari,0.0,0.0
Premier,Devanahalli,Jayanagar,0.0,0.0
Moto,Lingarajapuram,Hennur,0.0,0.0
Premier,Hennur,Nagarbhavi,0.0,0.0
Premier,Varthur,Hormavu,248.21,19.33
eBike,Magadi Road,Bommanahalli,516.79,5.01
Go Sedan,Hormavu,Hormavu,0.0,0.0
Go Sedan,Mahadevapura,Kammanahalli,1841.0,18.9
Premier,Jayanagar,HSR Layout,0.0,0.0
Non-AC Taxi,Benson Town,Sarjapur Road,1756.16,20.84
Premier,Jayanagar,Bannerghatta Road,0.0,0.0
Non-AC Taxi,HSR Layout,Vijayanagar,0.0,0.0
Moto,Dasarahalli,Yelahanka,0.0,0.0
eBike,Frazer Town,JP Nagar,0.0,0.0
Uber Go,Vidyaranyapura,Malleswaram,0.0,0.0
UberXL,Electronic City,Devanahalli,1920.7,13.98
Uber Go,Koramangala,Basaveshwaranagar,667.51,9.14
Go Sedan,Magadi Road,Kudlu Gate,477.78,21.75
UberXL,Sadashivanagar,Kadugodi,0.0,0.0
Uber Go,Dasarahalli,Devanahalli,398.06,6.29
Non-AC Taxi,Malleswaram,Sadashivanagar,755.07,5.44
UberXL,RT Nagar,Koramangala,0.0,0.0
Non-AC Taxi,Whitefield,CV Raman Nagar,298.7,21.51
Non-AC Taxi,Dasarahalli,Electronic City,1977.32,20.2
Go Sedan,Yelahanka,Bannerghatta Road,1444.2,27.69
Premier,Benson Town,Yeshwanthpur,0.0,0.0
Moto,Vidyaranyapura,HSR Layout,338.82,12.36
eBike,Domlur,Bannerghatta Road,0.0,0.0
Non-AC Taxi,Nagarbhavi,Sadashivanagar,0.0,0.0
Go Sedan,Marathahalli,Marathahalli,556.25,7.56
Premier,Yeshwanthpur,Hebbal,1837.82,23.56
Moto,Bommanahalli,KR Puram,0.0,0.0
Go Sedan,Bellandur,Rajajinagar,0.0,0.0
Premier,Sadashivanagar,Cox Town,335.5,8.31
Non-AC Taxi,Shivaji Nagar,Richmond Town,184.43,18.33
UberXL,Shivaji Nagar,Jayanagar,1060.12,1.91
Premier,Benson Town,Hennur,1640.7,25.95
eBike,Vijayanagar,Anekal,547.69,24.43
eBike,CV Raman Nagar,Kudlu Gate,844.3,20.0
Go Sedan,Shivaji Nagar,Yeshwanthpur,0.0,0.0
Premier,HSR Layout,Hosur Road,1972.75,25.15
Moto,Yelahanka,Sadashivanagar,0.0,0.0
UberXL,Hennur,Hormavu,0.0,0.0
UberXL,BTM Layout,Kudlu Gate,0.0,0.0
Non-AC Taxi,Kadugodi,Richmond Town,0.0,0.0
eBike,Electronic City,Yelahanka,1853.44,21.07
eBike,HSR Layout,Ulsoor,0.0,0.0
Uber Go,RT Nagar,Frazer Town,1701.66,10.44
Uber Go,Anekal,Vidyaranyapura,1885.9,8.0
Go Sedan,Bellandur,Hebbal,0.0,0.0
Uber Go,Rajajinagar,KR Puram,0.0,0.0
Uber Go,Frazer Town,Kengeri,327.56,29.77
Moto,Sarjapur Road,Sarjapur Road,0.0,0.0
Go Sedan,CV Raman Nagar,Dasarahalli,654.23,22.72
Premier,Electronic City,Yeshwanthpur,0.0,0.0
UberXL,Basavanagudi,Indiranagar,186.94,22.99
Moto,Indiranagar,KR Puram,0.0,0.0
UberXL,Koramangala,Cox Town,0.0,0.0
Moto,Vijayanagar,Hosur Road,0.0,0.0
Moto,Bellandur,Lingarajapuram,1084.42,26.26
Non-AC Taxi,Indiranagar,CV Raman Nagar,0.0,0.0
Go Sedan,Frazer Town,Sadashivanagar,1596.57,2.15
Non-AC Taxi,Marathahalli,Yelahanka,1932.54,28.26
Uber Go,Bellandur,MG Road,405.1,12.69
Go Sedan,Mahadevapura,Hulimavu,1266.99,3.49
Premier,Malleswaram,Bommanahalli,0.0,0.0
UberXL,Benson Town,RT Nagar,0.0,0.0
UberXL,Anekal,Whitefield,1772.73,19.46
Go Sedan,Banashankari,Indiranagar,0.0,0.0
eBike,Bellandur,Yelahanka,931.43,21.05
Non-AC Taxi,Hebbal,Vidyaranyapura,179.1,5.06
UberXL,Kammanahalli,Richmond Town,1031.13,13.47
Uber Go,KR Puram,Hulimavu,1261.36,25.53
Uber Go,Hosur Road,Shivaji Nagar,1971.06,18.21
Non-AC Taxi,Lingarajapuram,KR Puram,0.0,0.0
UberXL,RT Nagar,Koramangala,0.0,0.0
Go Sedan,Nagarbhavi,Cox Town,1816.94,7.31
Go Sedan,Cox Town,Mahadevapura,494.73,9.15
Uber Go,Varthur,MG Road,0.0,0.0
UberXL,Kudlu Gate,Bannerghatta Road,316.86,26.42
Moto,Shivaji Nagar,RT Nagar,123.71,18.09
Go Sedan,Kengeri,Basavanagudi,0.0,0.0
Uber Go,Varthur,Hosur Road,1696.28,4.15
eBike,JP Nagar,Jayanagar,0.0,0.0
Non-AC Taxi,Kammanahalli,Hebbal,0.0,0.0
UberXL,Varthur,Yeshwanthpur,1284.15,25.85
UberXL,Basavanagudi,JP Nagar,334.36,18.89
Moto,Richmond Town,Yeshwanthpur,1276.05,3.47
eBike,Jayanagar,HSR Layout,1601.96,11.57
Go Sedan,Kudlu Gate,Banashankari,529.47,11.17
eBike,HSR Layout,Sarjapur Road,0.0,0.0
UberXL,Sarjapur Road,Hennur,668.81,10.51
Non-AC Taxi,Bannerghatta Road,Nagarbhavi,1189.91,17.27
Moto,Anekal,Indiranagar,0.0,0.0
Go Sedan,Whitefield,Bellandur,0.0,0.0
Moto,Anekal,Banashankari,1252.12,1.93
Premier,Hormavu,Banashankari,1164.48,24.38
Uber Go,Jayanagar,Devanahalli,0.0,0.0
UberXL,Rajajinagar,Indiranagar,671.75,25.2
UberXL,Mahadevapura,JP Nagar,0.0,0.0
eBike,Hulimavu,Kadugodi,1271.42,21.29
Non-AC Taxi,Jayanagar,Lingarajapuram,0.0,0.0
Non-AC Taxi,RT Nagar,Richmond Town,0.0,0.0
UberXL,Magadi Road,Yelahanka,0.0,0.0
Go Sedan,Kammanahalli,Bommanahalli,0.0,0.0
UberXL,Cox Town,CV Raman Nagar,1323.36,2.91
eBike,Cox Town,Jayanagar,949.02,12.71
Non-AC Taxi,Bommanahalli,Kudlu Gate,1190.37,26.42
Uber Go,Vijayanagar,Kudlu Gate,0.0,0.0
Premier,Devanahalli,BTM Layout,0.0,0.0
Non-AC Taxi,Bommanahalli,Mahadevapura,1979.81,13.53
Go Sedan,RT Nagar,Koramangala,724.64,22.46
UberXL,Hulimavu,Hebbal,0.0,0.0
Go Sedan,Sadashivanagar,Kengeri,0.0,0.0
UberXL,Kudlu Gate,Anekal,1850.34,25.77
eBike,Magadi Road,Banashankari,1541.88,28.31
Uber Go,Kadugodi,Hosur Road,808.83,11.3
Non-AC Taxi,Vidyaranyapura,Hormavu,0.0,0.0
eBike,Mahadevapura,Bannerghatta Road,726.8,16.34
UberXL,Dasarahalli,Anekal,1472.99,14.0
Moto,Kammanahalli,Nagarbhavi,1700.1,19.86
eBike,Frazer Town,Basaveshwaranagar,876.08,24.41
Go Sedan,Bommanahalli,Malleswaram,0.0,0.0
UberXL,MG Road,Bellandur,1556.83,3.71
Uber Go,Ulsoor,Bellandur,173.52,6.19
Go Sedan,Richmond Town,Basaveshwaranagar,0.0,0.0
Go Sedan,Domlur,Electronic City,686.38,4.34
UberXL,Dasarahalli,Magadi Road,1636.14,11.29
Uber Go,Jayanagar,BTM Layout,0.0,0.0
Moto,Whitefield,Frazer Town,1877.42,3.19
Go Sedan,Basaveshwaranagar,Jayanagar,1544.41,4.65
Go Sedan,MG Road,Sarjapur Road,254.63,14.83
Non-AC Taxi,Whitefield,Bannerghatta Road,1918.24,15.4
Uber Go,Marathahalli,Domlur,688.33,15.22
eBike,Hormavu,Whitefield,0.0,0.0
Premier,Kammanahalli,Vijayanagar,646.59,25.45
Uber Go,Anekal,Indiranagar,710.61,7.1
UberXL,Vijayanagar,Hennur,0.0,0.0
Non-AC Taxi,Marathahalli,Hosur Road,0.0,0.0
Go Sedan,Banashankari,Basaveshwaranagar,146.76,19.02
Premier,Cox Town,Sarjapur Road,0.0,0.0
Uber Go,BTM Layout,Kadugodi,175.72,27.16
Non-AC Taxi,Banashankari,Koramangala,846.11,11.54
Premier,Hennur,Indiranagar,1904.9,7.93
Uber Go,Electronic City,Malleswaram,0.0,0.0
Non-AC Taxi,Dasarahalli,Hennur,0.0,0.0
Go Sedan,Devanahalli,Vijayanagar,0.0,0.0
Non-AC Taxi,Banashankari,Sarjapur Road,328.65,25.03
Go Sedan,Yeshwanthpur,Vijayanagar,0.0,0.0
Moto,Ulsoor,Hormavu,1253.01,14.6
Non-AC Taxi,Yeshwanthpur,Kadugodi,0.0,0.0
Moto,Kengeri,Cox Town,1234.16,22.84
Go Sedan,Magadi Road,Hormavu,1629.94,26.97
eBike,Yelahanka,HSR Layout,224.15,17.48
UberXL,Kammanahalli,Anekal,1474.88,8.17
Go Sedan,Bommanahalli,MG Road,118.33,26.53
Uber Go,Bannerghatta Road,Dasarahalli,0.0,0.0
Non-AC Taxi,Marathahalli,Indiranagar,1394.33,9.66
Uber Go,Hennur,Richmond Town,355.5,14.0
Premier,Domlur,Frazer Town,459.33,18.47
UberXL,Marathahalli,Kudlu Gate,756.31,16.48
Go Sedan,Jayanagar,Lingarajapuram,1801.85,18.7
Non-AC Taxi,CV Raman Nagar,Dasarahalli,0.0,0.0
Premier,Marathahalli,Whitefield,722.3,16.13
Uber Go,Basavanagudi,Dasarahalli,1316.0,3.23
Moto,Jayanagar,Banashankari,1382.24,17.54
Go Sedan,JP Nagar,Hulimavu,0.0,0.0
Moto,Benson Town,Vijayanagar,1778.43,16.0
eBike,Shivaji Nagar,Hosur Road,0.0,0.0
Moto,Vijayanagar,Rajajinagar,0.0,0.0
Moto,Malleswaram,Basavanagudi,0.0,0.0
Go Sedan,Cox Town,Magadi Road,0.0,0.0
Moto,Varthur,Malleswaram,0.0,0.0
eBike,Banashankari,BTM Layout,0.0,0.0
eBike,Malleswaram,Mahadevapura,0.0,0.0
Go Sedan,Marathahalli,Malleswaram,353.61,16.35
Moto,Kudlu Gate,RT Nagar,0.0,0.0
Uber Go,Marathahalli,Bannerghatta Road,587.59,28.88
Premier,Bannerghatta Road,Sadashivanagar,0.0,0.0
Moto,Marathahalli,Basaveshwaranagar,0.0,0.0
Uber Go,Yeshwanthpur,Kengeri,135.88,6.73
Moto,Basavanagudi,Basavanagudi,329.41,18.61
UberXL,Hebbal,Malleswaram,1678.13,21.21
Premier,Bannerghatta Road,Kengeri,1778.69,26.28
Moto,Devanahalli,Sarjapur Road,188.41,22.9
Moto,Frazer Town,Whitefield,878.12,24.29
Moto,Bannerghatta Road,Indiranagar,1587.88,20.48
Moto,Malleswaram,Marathahalli,729.19,4.18
Go Sedan,Rajajinagar,Kadugodi,0.0,0.0
Premier,Yeshwanthpur,Basaveshwaranagar,1980.67,28.65
Uber Go,Koramangala,Magadi Road,725.54,28.16
Go Sedan,Ulsoor,Benson Town,258.91,7.46
Go Sedan,RT Nagar,Shivaji Nagar,1503.22,8.92
Non-AC Taxi,HSR Layout,Vijayanagar,0.0,0.0
Premier,Richmond Town,Nagarbhavi,0.0,0.0
Non-AC Taxi,Anekal,Benson Town,881.44,6.37
Moto,Dasarahalli,Vijayanagar,0.0,0.0
UberXL,Hebbal,Vidyaranyapura,1650.8,27.1
UberXL,Devanahalli,Vijayanagar,0.0,0.0
Uber Go,Rajajinagar,Richmond Town,0.0,0.0
Premier,Basaveshwaranagar,Varthur,0.0,0.0
UberXL,Basavanagudi,Rajajinagar,0.0,0.0
Go Sedan,Indiranagar,Basavanagudi,0.0,0.0
UberXL,Hormavu,Basavanagudi,1498.95,27.36
eBike,Frazer Town,KR Puram,948.68,25.86
Go Sedan,Devanahalli,MG Road,0.0,0.0
Non-AC Taxi,Koramangala,Bannerghatta Road,1610.4,26.13
Non-AC Taxi,Kammanahalli,Kammanahalli,1403.05,17.49
Premier,Richmond Town,Frazer Town,0.0,0.0
Moto,Mahadevapura,Anekal,1305.21,11.17
Uber Go,Varthur,Bellandur,0.0,0.0
eBike,Ulsoor,MG Road,0.0,0.0
Go Sedan,Sadashivanagar,Marathahalli,249.43,11.85
Moto,RT Nagar,Sarjapur Road,0.0,0.0
Non-AC Taxi,Frazer Town,Lingarajapuram,1678.23,27.35
UberXL,Kengeri,Magadi Road,237.48,4.75
Premier,Kammanahalli,Basavanagudi,1390.08,22.57
Go Sedan,Frazer Town,Vidyaranyapura,1538.02,1.18
Non-AC Taxi,Shivaji Nagar,KR Puram,445.3,11.17
Go Sedan,Malleswaram,Anekal,553.78,1.64
Go Sedan,Sadashivanagar,Nagarbhavi,1454.67,24.41
Uber Go,BTM Layout,Kengeri,0.0,0.0
Uber Go,Kudlu Gate,Bannerghatta Road,0.0,0.0
Non-AC Taxi,Malleswaram,CV Raman Nagar,651.52,8.98
UberXL,KR Puram,Hulimavu,1581.97,14.93
Non-AC Taxi,Shivaji Nagar,Yeshwanthpur,0.0,0.0
Go Sedan,Koramangala,Basavanagudi,1705.02,28.28
Premier,Richmond Town,Kadugodi,66.41,3.36
Non-AC Taxi,Banashankari,Kudlu Gate,1684.57,10.54
Non-AC Taxi,Yeshwanthpur,MG Road,90.33,1.09
Premier,Cox Town,Dasarahalli,0.0,0.0
eBike,Benson Town,Varthur,0.0,0.0
eBike,Domlur,Hulimavu,922.33,12.87
eBike,Kudlu Gate,Kudlu Gate,0.0,0.0
UberXL,Kudlu Gate,Koramangala,0.0,0.0
Premier,RT Nagar,Nagarbhavi,0.0,0.0
Non-AC Taxi,Benson Town,Dasarahalli,1816.41,8.63
Moto,Kammanahalli,Dasarahalli,0.0,0.0
Uber Go,MG Road,Rajajinagar,0.0,0.0
Premier,Vijayanagar,Frazer Town,1161.02,29.72
Uber Go,Hormavu,Sarjapur Road,0.0,0.0
Go Sedan,Bommanahalli,Mahadevapura,747.39,28.01
Go Sedan,Richmond Town,BTM Layout,383.63,11.83
Uber Go,Hulimavu,Ulsoor,1773.0,26.76
Go Sedan,Cox Town,Jayanagar,0.0,0.0
Uber Go,Vidyaranyapura,RT Nagar,1968.88,28.01
Uber Go,Dasarahalli,Sadashivanagar,0.0,0.0
Uber Go,Dasarahalli,Mahadevapura,1886.8,8.11
Moto,Domlur,BTM Layout,0.0,0.0
eBike,Banashankari,Benson Town,0.0,0.0
Uber Go,HSR Layout,RT Nagar,538.55,10.16
eBike,Banashankari,KR Puram,1974.42,20.05
Moto,Koramangala,Hulimavu,1543.84,1.96
UberXL,Varthur,Hormavu,0.0,0.0
Non-AC Taxi,Basavanagudi,Malleswaram,0.0,0.0
Uber Go,Kadugodi,KR Puram,1499.29,3.98
eBike,HSR Layout,Yeshwanthpur,0.0,0.0
UberXL,Devanahalli,Yeshwanthpur,0.0,0.0
Non-AC Taxi,Bellandur,Hebbal,0.0,0.0
Uber Go,HSR Layout,Hennur,0.0,0.0
Go Sedan,Malleswaram,Bommanahalli,1136.95,28.26
Moto,Dasarahalli,Benson Town,433.05,11.71
Moto,Yeshwanthpur,Rajajinagar,0.0,0.0
eBike,Bannerghatta Road,Malleswaram,0.0,0.0
UberXL,Cox Town,Banashankari,753.09,2.34
Moto,Vidyaranyapura,Dasarahalli,0.0,0.0
Uber Go,Kadugodi,Hulimavu,75.58,11.98
UberXL,Varthur,Devanahalli,0.0,0.0
Go Sedan,Dasarahalli,Rajajinagar,1859.57,29.42
Premier,Basavanagudi,Yelahanka,174.21,17.94
Premier,Sadashivanagar,Yelahanka,0.0,0.0
Moto,Kudlu Gate,Cox Town,0.0,0.0
UberXL,Koramangala,BTM Layout,0.0,0.0
Go Sedan,Banashankari,Hulimavu,97.22,12.82
UberXL,Varthur,Vidyaranyapura,0.0,0.0
Go Sedan,RT Nagar,Dasarahalli,1718.78,8.49
Moto,Basavanagudi,MG Road,578.54,25.69
eBike,Sarjapur Road,Shivaji Nagar,0.0,0.0
Moto,Mahadevapura,Lingarajapuram,608.51,19.4
Go Sedan,Vijayanagar,JP Nagar,935.09,4.12
Moto,Rajajinagar,Bellandur,1500.2,17.63
UberXL,Lingarajapuram,KR Puram,0.0,0.0
Uber Go,BTM Layout,JP Nagar,219.96,15.8
eBike,MG Road,Kadugodi,1466.66,15.56
UberXL,Magadi Road,Nagarbhavi,0.0,0.0
Premier,Basaveshwaranagar,JP Nagar,73.57,11.16
Non-AC Taxi,Nagarbhavi,Jayanagar,0.0,0.0
eBike,Richmond Town,RT Nagar,363.1,22.02
Moto,Whitefield,Banashankari,753.91,12.58
Premier,Whitefield,Mahadevapura,353.49,23.31
Moto,JP Nagar,Frazer Town,0.0,0.0
eBike,Frazer Town,Kammanahalli,1180.34,7.5
Moto,Yelahanka,Devanahalli,1147.83,23.85
Uber Go,CV Raman Nagar,Sarjapur Road,361.09,6.46
Non-AC Taxi,Whitefield,Kengeri,0.0,0.0
UberXL,Mahadevapura,Marathahalli,0.0,0.0
eBike,BTM Layout,Vijayanagar,265.79,1.61
eBike,Sarjapur Road,Electronic City,926.0,17.78
Non-AC Taxi,Bannerghatta Road,Hosur Road,0.0,0.0
Uber Go,Hulimavu,Basavanagudi,0.0,0.0
Go Sedan,Electronic City,Sadashivanagar,766.77,14.09
Premier,Anekal,Basavanagudi,205.37,9.87
Uber Go,MG Road,Benson Town,0.0,0.0
UberXL,Hosur Road,Hennur,0.0,0.0
eBike,Indiranagar,Anekal,0.0,0.0
eBike,Malleswaram,Lingarajapuram,0.0,0.0
Go Sedan,Koramangala,Rajajinagar,0.0,0.0
eBike,Ulsoor,Shivaji Nagar,0.0,0.0
Premier,Electronic City,Whitefield,1834.24,17.82
Go Sedan,Bommanahalli,Hormavu,774.05,13.51
Premier,Hosur Road,Kudlu Gate,0.0,0.0
Moto,Sadashivanagar,Lingarajapuram,0.0,0.0
Moto,Mahadevapura,Vidyaranyapura,1751.83,25.55
Moto,Cox Town,Koramangala,1940.43,7.95
eBike,Dasarahalli,Hosur Road,0.0,0.0
Go Sedan,Kudlu Gate,Koramangala,0.0,0.0
Go Sedan,Banashankari,Anekal,567.0,24.13
Moto,CV Raman Nagar,Basavanagudi,1301.31,25.13
Moto,Kammanahalli,Bannerghatta Road,0.0,0.0
Uber Go,Dasarahalli,Hennur,1303.09,18.15
Uber Go,RT Nagar,Benson Town,1025.32,14.25
Moto,Magadi Road,Hennur,0.0,0.0
eBike,JP Nagar,Vijayanagar,0.0,0.0
Moto,Basaveshwaranagar,Hulimavu,305.65,24.68
Moto,Hulimavu,Koramangala,751.11,5.98
Non-AC Taxi,Dasarahalli,Kadugodi,1104.57,13.67
UberXL,Domlur,Bommanahalli,768.38,26.35
eBike,Domlur,Magadi Road,0.0,0.0
Uber Go,Cox Town,Hosur Road,1009.29,13.39
Non-AC Taxi,BTM Layout,Kadugodi,0.0,0.0
Moto,Ulsoor,Lingarajapuram,1618.43,15.01
Non-AC Taxi,Banashankari,Basavanagudi,1121.28,8.22
Uber Go,Mahadevapura,Lingarajapuram,0.0,0.0
Uber Go,Hosur Road,Yelahanka,0.0,0.0
Go Sedan,Kudlu Gate,HSR Layout,0.0,0.0
Non-AC Taxi,Bellandur,Kadugodi,100.18,23.25
Moto,Vijayanagar,Vidyaranyapura,878.32,28.66
eBike,Bellandur,Richmond Town,0.0,0.0
UberXL,Marathahalli,Domlur,1999.17,11.85
eBike,BTM Layout,Vijayanagar,1480.0,9.84
Go Sedan,Vidyaranyapura,Banashankari,1301.13,16.58
Moto,Devanahalli,Hebbal,0.0,0.0
Uber Go,MG Road,Shivaji Nagar,0.0,0.0
Moto,Indiranagar,Benson Town,527.76,18.6
Premier,HSR Layout,BTM Layout,949.73,23.16
Uber Go,Kammanahalli,Yeshwanthpur,1026.22,3.01
eBike,JP Nagar,Benson Town,0.0,0.0
eBike,Lingarajapuram,Bannerghatta Road,1991.11,17.19
Uber Go,Banashankari,CV Raman Nagar,1976.21,20.12
Go Sedan,Hosur Road,Devanahalli,0.0,0.0
UberXL,Ulsoor,Vidyaranyapura,930.66,24.0
Go Sedan,RT Nagar,Hormavu,1060.55,7.35
UberXL,Hosur Road,Whitefield,0.0,0.0
UberXL,Kadugodi,Bannerghatta Road,1450.13,14.67
Moto,Sadashivanagar,Nagarbhavi,996.88,4.82
Moto,Mahadevapura,Koramangala,0.0,0.0
Go Sedan,Indiranagar,HSR Layout,0.0,0.0
Premier,Mahadevapura,KR Puram,1726.7,12.96
UberXL,Hosur Road,Banashankari,1990.58,28.05
Premier,Basaveshwaranagar,Frazer Town,538.42,21.72
Uber Go,Vidyaranyapura,Mahadevapura,1946.61,5.18
Go Sedan,Hulimavu,Hosur Road,0.0,0.0
Non-AC Taxi,CV Raman Nagar,HSR Layout,0.0,0.0
Go Sedan,Lingarajapuram,Marathahalli,0.0,0.0
Go Sedan,Yeshwanthpur,Domlur,0.0,0.0
Uber Go,Cox Town,Hennur,1637.03,12.61
Premier,Lingarajapuram,Anekal,0.0,0.0
eBike,KR Puram,Hebbal,166.38,26.06
Uber Go,Hormavu,Ulsoor,1321.94,18.31
Uber Go,Cox Town,KR Puram,465.08,1.91
Moto,Ulsoor,Benson Town,803.95,7.54
Premier,Ulsoor,Sarjapur Road,0.0,0.0
Moto,CV Raman Nagar,Kammanahalli,693.6,14.63
Go Sedan,Rajajinagar,Koramangala,719.49,26.66
eBike,Hormavu,Marathahalli,0.0,0.0
UberXL,Devanahalli,Kengeri,0.0,0.0
Uber Go,Nagarbhavi,Varthur,445.69,26.89
Premier,Vidyaranyapura,Sadashivanagar,1249.27,21.43
Uber Go,Hulimavu,Vijayanagar,0.0,0.0
Premier,Bommanahalli,Sarjapur Road,1817.99,12.7
UberXL,Lingarajapuram,Vijayanagar,1267.45,22.55
Premier,Banashankari,Hormavu,143.45,6.74
Premier,Nagarbhavi,Kammanahalli,1045.57,13.88
eBike,Banashankari,Hormavu,1649.55,13.43
Premier,Varthur,JP Nagar,1972.91,13.64
UberXL,Sarjapur Road,Nagarbhavi,1835.72,24.98
Non-AC Taxi,Richmond Town,Magadi Road,1924.42,24.76
UberXL,Hebbal,Vidyaranyapura,0.0,0.0
Moto,BTM Layout,Hosur Road,821.39,8.29
UberXL,Malleswaram,CV Raman Nagar,0.0,0.0
eBike,Hormavu,RT Nagar,701.42,20.58
Non-AC Taxi,Basaveshwaranagar,Basaveshwaranagar,1424.35,22.64
Premier,Hebbal,Koramangala,0.0,0.0
Premier,BTM Layout,Anekal,1049.35,20.22
Uber Go,Anekal,Malleswaram,170.61,9.42
UberXL,JP Nagar,Cox Town,375.12,18.36
Premier,Basavanagudi,CV Raman Nagar,515.59,16.95
Moto,Basavanagudi,Marathahalli,0.0,0.0
eBike,Yeshwanthpur,Nagarbhavi,1114.12,11.96
Premier,Lingarajapuram,Hebbal,860.84,23.92
Non-AC Taxi,BTM Layout,Marathahalli,1114.5,1.92
Premier,Hulimavu,Electronic City,1743.26,9.15
UberXL,Dasarahalli,Mahadevapura,0.0,0.0
Go Sedan,Whitefield,Electronic City,475.91,17.22
eBike,Varthur,Magadi Road,666.95,1.4
eBike,Banashankari,Cox Town,1860.24,6.69
Uber Go,Mahadevapura,Bannerghatta Road,1667.77,26.29
eBike,Yeshwanthpur,BTM Layout,0.0,0.0
Premier,KR Puram,Rajajinagar,0.0,0.0
UberXL,Anekal,Varthur,360.77,20.63
Uber Go,Sarjapur Road,Rajajinagar,864.83,2.12
Premier,Hulimavu,Mahadevapura,1554.37,24.14
Premier,Basavanagudi,Whitefield,0.0,0.0
Uber Go,Cox Town,Mahadevapura,661.99,29.77
Go Sedan,Cox Town,Ulsoor,1918.55,14.16
eBike,Hormavu,Koramangala,1576.09,16.91
UberXL,Magadi Road,Marathahalli,825.68,20.33
Premier,Koramangala,Magadi Road,1473.02,27.38
Moto,Rajajinagar,HSR Layout,198.04,8.58
Uber Go,Electronic City,Dasarahalli,0.0,0.0
Premier,Dasarahalli,Bommanahalli,0.0,0.0
Go Sedan,Banashankari,Kadugodi,0.0,0.0
Go Sedan,Benson Town,Kammanahalli,822.11,20.81
UberXL,Nagarbhavi,Indiranagar,0.0,0.0
