Vehicle Type,Pickup Location,Drop Location,Ride Distance,Booking Value
Auto,Chhatarpur,Jasola,6.91,446.0
Premier Sedan,Jahangirpuri,Udyog Vihar Phase 4,42.9,317.0
Bike,Pataudi Chowk,Model Town,7.46,870.0
Premier Sedan,Lok Kalyan Marg,Sadar Bazar Gurgaon,44.46,865.0
Bike,Ramesh Nagar,Welcome,31.92,208.0
Go Sedan,Chirag Delhi,Akshardham,11.95,922.0
Premier Sedan,Saidulajab,Rohini,4.17,623.0
Auto,Vishwavidyalaya,Anand Vihar,21.04,219.0
Go Sedan,Ghitorni,Malviya Nagar,38.37,226.0
Premier Sedan,Udyog Vihar Phase 4,Jor Bagh,10.02,139.0
Bike,Dilshad Garden,Anand Vihar,23.78,223.0
Go Mini,Kanhaiya Nagar,Vasant Kunj,20.53,1243.0
Auto,Satguru Ram Singh Marg,Anand Vihar,43.33,908.0
Auto,Vasant Kunj,Satguru Ram Singh Marg,4.95,160.0
Auto,RK Puram,Noida Sector 62,43.58,707.0
Bike,Greater Kailash,Nirman Vihar,17.12,457.0
Go Mini,Moolchand,Mandi House,47.43,194.0
Uber XL,Gurgaon Sector 56,Noida Sector 62,6.39,170.0
Auto,Mansarovar Park,Ardee City,9.28,867.0
eBike,Paharganj,GTB Nagar,21.39,743.0
Go Mini,Ambience Mall,Chanakyapuri,21.27,819.0
Go Sedan,Jor Bagh,Noida Film City,31.01,112.0
Go Mini,Tilak Nagar,Noida Sector 18,25.02,699.0
Go Mini,Punjabi Bagh,Chandni Chowk,32.7,772.0
Bike,Manesar,India Gate,37.48,214.0
Bike,Sikanderpur,Ardee City,8.9,359.0
eBike,Kirti Nagar,Rajiv Chowk,38.13,89.0
Go Mini,Keshav Puram,Bhikaji Cama Place,31.65,539.0
Bike,Azadpur,Pitampura,28.57,559.0
Bike,Govindpuri,Madipur,28.03,495.0
Go Sedan,Shastri Nagar,DLF City Court,42.05,928.0
Auto,IGI Airport,Ramesh Nagar,20.03,626.0
Bike,Badshahpur,Ashram,19.68,158.0
eBike,Civil Lines Gurgaon,Chandni Chowk,20.27,380.0
Go Mini,Sultanpur,Satguru Ram Singh Marg,38.92,287.0
Auto,Old Gurgaon,Satguru Ram Singh Marg,21.9,334.0
Auto,Mandi House,Noida Extension,3.19,194.0
Go Mini,Indirapuram,Saket A Block,32.71,461.0
Premier Sedan,Paschim Vihar,Nehru Place,6.57,152.0
Premier Sedan,Paschim Vihar,Nehru Place,6.57,152.0
Auto,Chanakyapuri,DLF Phase 3,20.84,800.0
Auto,Chanakyapuri,DLF Phase 3,20.84,800.0
Go Mini,Ghitorni,Mandi House,22.74,976.0
Go Mini,Pragati Maidan,Udyog Vihar Phase 4,43.33,347.0
Auto,Chirag Delhi,Adarsh Nagar,26.88,599.0
Bike,ITO,Vinobapuri,48.79,414.0
Go Mini,Mansarovar Park,Golf Course Road,33.03,804.0
Go Sedan,Yamuna Bank,Sarai Kale Khan,12.16,185.0
Go Sedan,Anand Vihar,Kanhaiya Nagar,3.23,106.0
Go Mini,Lajpat Nagar,Malviya Nagar,11.56,224.0
Auto,Janakpuri,Kashmere Gate,26.4,883.0
Go Mini,Gurgaon Railway Station,IFFCO Chowk,17.84,442.0
Premier Sedan,Kanhaiya Nagar,Sarai Kale Khan,5.59,384.0
Go Sedan,RK Puram,Greater Kailash,24.38,782.0
Go Sedan,Mayur Vihar,Shivaji Park,15.1,426.0
Premier Sedan,South Extension,Moolchand,36.86,399.0
Premier Sedan,Maidan Garhi,Anand Vihar ISBT,38.19,309.0
Bike,Rajiv Chowk,Tughlakabad,39.9,902.0
Go Sedan,Ghaziabad,MG Road,35.14,664.0
Go Mini,Okhla,MG Road,10.54,591.0
eBike,Subhash Chowk,Azadpur,32.31,985.0
Bike,Vidhan Sabha,Sadar Bazar Gurgaon,15.34,311.0
Auto,Bhiwadi,Rajiv Chowk,38.62,293.0
Go Mini,Indirapuram,Manesar,11.14,476.0
Go Mini,Indirapuram,Manesar,11.14,476.0
Bike,Sushant Lok,Badarpur,20.95,1195.0
Premier Sedan,Badarpur,Punjabi Bagh,44.21,111.0
Bike,Lok Kalyan Marg,Nawada,2.62,374.0
Bike,Lok Kalyan Marg,Nawada,2.62,374.0
Go Mini,IMT Manesar,Udyog Bhawan,3.82,521.0
Bike,Old Gurgaon,Subhash Chowk,30.65,441.0
Auto,Sikanderpur,Aya Nagar,27.52,212.0
Auto,Indirapuram,Meerut,49.83,936.0
Bike,Pitampura,Ashok Park Main,2.44,477.0
Auto,Nawada,Chandni Chowk,4.79,455.0
Go Mini,Lajpat Nagar,Seelampur,36.59,1363.0
Premier Sedan,Peeragarhi,Vatika Chowk,38.65,208.0
Premier Sedan,Udyog Vihar Phase 4,Ambience Mall,21.51,300.0
Premier Sedan,Udyog Vihar Phase 4,Ambience Mall,21.51,300.0
Auto,Bhiwadi,New Colony,30.58,265.0
Auto,Sarojini Nagar,Green Park,45.21,150.0
Auto,Sarojini Nagar,Green Park,45.21,150.0
Bike,Kaushambi,Connaught Place,22.81,426.0
Auto,Meerut,Paschim Vihar,22.93,526.0
Bike,Kadarpur,Udyog Vihar,25.88,63.0
Uber XL,Mayur Vihar,Lal Quila,18.31,722.0
Premier Sedan,Jhilmil,Netaji Subhash Place,44.66,667.0
Go Mini,IIT Delhi,Sonipat,6.14,269.0
Go Sedan,Lok Kalyan Marg,Jahangirpuri,22.19,914.0
Go Sedan,Jasola,Lajpat Nagar,18.82,253.0
Bike,Maidan Garhi,Vinobapuri,41.59,319.0
Auto,Saket A Block,Hauz Khas,11.01,316.0
Auto,Greater Kailash,Subhash Nagar,21.23,963.0
Go Mini,Dilshad Garden,Botanical Garden,27.23,180.0
Go Mini,Dilshad Garden,Botanical Garden,27.23,180.0
Auto,Khan Market,Maidan Garhi,4.3,53.0
Auto,IFFCO Chowk,Sohna Road,29.77,349.0
Go Mini,Kashmere Gate,Laxmi Nagar,8.4,362.0
Go Mini,Dwarka Mor,Sikanderpur,24.22,279.0
Premier Sedan,Badarpur,Moolchand,5.78,454.0
Auto,Welcome,Green Park,28.6,957.0
Auto,Welcome,Green Park,28.6,957.0
Premier Sedan,Rajiv Nagar,Chandni Chowk,20.91,382.0
Premier Sedan,Rajiv Nagar,Chandni Chowk,20.91,382.0
Auto,Dwarka Sector 21,Punjabi Bagh,8.21,284.0
Go Mini,Udyog Vihar,Adarsh Nagar,29.51,982.0
Bike,Sadar Bazar Gurgaon,Shastri Nagar,9.36,81.0
Go Sedan,Huda City Centre,Yamuna Bank,41.25,60.0
eBike,Nehru Place,Sadar Bazar Gurgaon,3.56,692.0
Premier Sedan,Barakhamba Road,Sadar Bazar Gurgaon,3.32,91.0
Go Sedan,Okhla,Panipat,17.96,129.0
Premier Sedan,Chhatarpur,Saidulajab,18.7,112.0
eBike,Chanakyapuri,Bhiwadi,36.42,679.0
eBike,Chanakyapuri,Bhiwadi,36.42,679.0
Uber XL,Badshahpur,Saket A Block,6.71,250.0
Go Mini,Delhi Gate,Karol Bagh,14.33,166.0
Premier Sedan,DLF Phase 3,Rajiv Nagar,34.62,538.0
Auto,Indraprastha,Rajouri Garden,4.16,348.0
Go Mini,Mandi House,Sushant Lok,37.25,354.0
eBike,Khandsa,Ghitorni,8.19,2192.0
Bike,IMT Manesar,Ghitorni,28.44,178.0
Go Mini,Chirag Delhi,Paschim Vihar,41.14,610.0
Go Sedan,Mehrauli,Jasola,30.63,129.0
Premier Sedan,Vasant Kunj,Pragati Maidan,9.38,139.0
Auto,Sohna Road,Central Secretariat,42.88,904.0
Go Mini,Civil Lines Gurgaon,Nawada,35.12,79.0
Go Sedan,Yamuna Bank,Noida Sector 18,29.41,666.0
Go Mini,Rajiv Chowk,Aya Nagar,22.23,250.0
Go Mini,Kashmere Gate ISBT,Raj Nagar Extension,10.47,257.0
Bike,Anand Vihar,IGNOU Road,10.4,584.0
Auto,Yamuna Bank,Palam Vihar,13.39,519.0
Auto,Yamuna Bank,Palam Vihar,13.39,519.0
eBike,Ardee City,Raj Nagar Extension,27.61,613.0
Bike,Seelampur,AIIMS,34.71,443.0
Bike,Seelampur,AIIMS,34.71,443.0
eBike,Okhla,Karkarduma,17.45,1182.0
Auto,Dilshad Garden,Kashmere Gate,11.14,443.0
Bike,Kherki Daula Toll,Basai Dhankot,5.68,894.0
Bike,Civil Lines Gurgaon,Ramesh Nagar,8.99,482.0
Premier Sedan,Vaishali,Bhiwadi,40.7,690.0
Premier Sedan,Vaishali,Bhiwadi,40.7,690.0
Premier Sedan,Tis Hazari,Vishwavidyalaya,6.06,72.0
Auto,Ardee City,MG Road,16.71,222.0
Premier Sedan,Karol Bagh,Gurgaon Sector 29,46.27,431.0
Go Sedan,Meerut,Kherki Daula Toll,42.64,238.0
Go Mini,Ghaziabad,Basai Dhankot,11.67,444.0
Uber XL,Rohini East,Civil Lines Gurgaon,43.08,231.0
Go Mini,RK Puram,Akshardham,17.81,661.0
Auto,Greater Kailash,Peeragarhi,45.39,220.0
Auto,Pulbangash,GTB Nagar,38.93,282.0
Go Mini,Ashok Park Main,Chhatarpur,40.78,253.0
Bike,Green Park,Kanhaiya Nagar,46.31,477.0
Bike,Chanakyapuri,Bahadurgarh,21.17,646.0
Go Mini,Gurgaon Railway Station,Lok Kalyan Marg,27.67,185.0
Premier Sedan,Bhikaji Cama Place,Golf Course Road,36.62,807.0
Bike,Faridabad Sector 15,Jama Masjid,8.46,205.0
Go Sedan,Madipur,Tagore Garden,16.55,261.0
Go Mini,Govindpuri,RK Puram,33.12,75.0
Bike,Civil Lines Gurgaon,Cyber Hub,18.81,669.0
Bike,Civil Lines Gurgaon,Cyber Hub,18.81,669.0
Go Mini,South Extension,Cyber Hub,44.25,822.0
Auto,Bhiwadi,Tis Hazari,43.3,583.0
Go Mini,Pataudi Chowk,Vasant Kunj,24.69,1048.0
Premier Sedan,Panchsheel Park,Gurgaon Sector 56,7.47,691.0
Go Mini,Gwal Pahari,Patel Chowk,37.76,123.0
Uber XL,Mehrauli,Bahadurgarh,18.36,173.0
Premier Sedan,Indirapuram,Dwarka Sector 21,45.76,229.0
Auto,Patel Chowk,Anand Vihar,26.54,105.0
Go Mini,Kadarpur,Saket A Block,2.64,322.0
Auto,Govindpuri,Indraprastha,4.45,220.0
Auto,Pataudi Chowk,Bahadurgarh,48.6,255.0
Go Mini,GTB Nagar,Saket A Block,11.58,240.0
Bike,Pitampura,Botanical Garden,12.53,1331.0
Go Sedan,Gurgaon Sector 56,Laxmi Nagar,5.77,338.0
Premier Sedan,Okhla,Inderlok,9.42,148.0
Bike,IIT Delhi,Kherki Daula Toll,32.24,264.0
eBike,Karkarduma,Gurgaon Railway Station,19.58,633.0
Uber XL,Pulbangash,Kashmere Gate,17.93,115.0
Go Mini,Badshahpur,Kashmere Gate ISBT,17.01,380.0
Bike,Rajiv Chowk,Nawada,21.05,555.0
Bike,Botanical Garden,Kirti Nagar,18.13,388.0
Go Sedan,Narsinghpur,Jor Bagh,48.92,908.0
Premier Sedan,IGI Airport,Yamuna Bank,47.27,313.0
Bike,Sohna Road,Lok Kalyan Marg,22.74,1860.0
Auto,Anand Vihar ISBT,Samaypur Badli,45.97,465.0
Go Sedan,Ardee City,Narsinghpur,16.09,142.0
Go Mini,New Delhi Railway Station,Ghitorni Village,27.18,240.0
Bike,Rajiv Nagar,Gurgaon Sector 29,19.02,380.0
eBike,Barakhamba Road,Kherki Daula Toll,38.18,326.0
Bike,Ambience Mall,Kherki Daula Toll,19.36,738.0
Go Mini,Ashok Vihar,Old Gurgaon,8.22,412.0
Go Mini,Mundka,Central Secretariat,41.01,422.0
Bike,Tughlakabad,Jasola,13.26,910.0
Premier Sedan,DLF Phase 3,Rohini,42.3,289.0
Premier Sedan,IGNOU Road,Hauz Khas,33.48,480.0
Bike,Kaushambi,Noida Film City,27.64,188.0
Go Mini,AIIMS,Pragati Maidan,17.32,508.0
Bike,Uttam Nagar,Rajiv Chowk,45.9,149.0
Auto,Indirapuram,Cyber Hub,6.96,227.0
Go Mini,Old Gurgaon,Rohini West,23.92,498.0
Bike,Ardee City,Ramesh Nagar,18.5,818.0
Go Mini,Ambience Mall,Patel Chowk,31.96,893.0
Uber XL,Bhiwadi,Janakpuri,10.73,394.0
Uber XL,Bhiwadi,Janakpuri,10.73,394.0
Auto,Greater Noida,Kirti Nagar,44.25,132.0
Auto,Anand Vihar,Shivaji Park,7.28,1534.0
Go Mini,Saket A Block,Noida Extension,25.5,980.0
Go Mini,Mayur Vihar,Keshav Puram,31.8,167.0
Go Sedan,Shastri Nagar,Dwarka Sector 21,9.73,645.0
Bike,Rajiv Nagar,IFFCO Chowk,4.38,870.0
Go Mini,GTB Nagar,Panchsheel Park,6.12,527.0
eBike,Palam Vihar,Rajiv Chowk,12.9,121.0
Auto,Old Gurgaon,Faridabad Sector 15,34.82,397.0
Auto,Old Gurgaon,Faridabad Sector 15,34.82,397.0
Go Mini,Sarai Kale Khan,Meerut,26.33,315.0
Go Sedan,Civil Lines Gurgaon,Aya Nagar,44.94,198.0
Go Sedan,Sikanderpur,Ghaziabad,3.96,1167.0
Auto,Moti Nagar,Vishwavidyalaya,34.6,381.0
Auto,Govindpuri,Greater Kailash,19.82,806.0
Premier Sedan,Hauz Khas,IFFCO Chowk,5.14,881.0
Auto,Anand Vihar ISBT,Chirag Delhi,4.28,883.0
Bike,Sadar Bazar Gurgaon,DLF City Court,35.44,120.0
Premier Sedan,Ashok Park Main,Welcome,25.09,56.0
Auto,Kirti Nagar,INA Market,18.63,475.0
Uber XL,IGNOU Road,Vidhan Sabha,33.85,148.0
Premier Sedan,Azadpur,Rithala,33.16,136.0
Go Mini,Kirti Nagar,Mundka,19.75,329.0
Premier Sedan,Udyog Vihar Phase 4,Jama Masjid,7.54,398.0
Go Mini,Noida Extension,Ashram,23.23,98.0
Go Sedan,Adarsh Nagar,Keshav Puram,18.15,212.0
Go Mini,Subhash Nagar,Kadarpur,47.92,227.0
Go Mini,AIIMS,IMT Manesar,30.23,346.0
Uber XL,Vatika Chowk,Mayur Vihar,20.55,125.0
Bike,IGI Airport,Munirka,45.03,861.0
Go Sedan,Pitampura,IGI Airport,30.16,69.0
Go Mini,Bahadurgarh,Malviya Nagar,2.75,812.0
Auto,Patel Chowk,Mundka,46.15,462.0
eBike,Noida Film City,Ardee City,13.18,343.0
Premier Sedan,Huda City Centre,Welcome,9.09,294.0
Auto,Dilshad Garden,Azadpur,45.73,671.0
Auto,Udyog Bhawan,Shivaji Park,27.88,1544.0
Bike,Dilshad Garden,Mundka,45.71,1272.0
Bike,Dilshad Garden,Mundka,45.71,1272.0
Auto,Lajpat Nagar,Sultanpur,5.72,706.0
Go Mini,Lok Kalyan Marg,Noida Sector 62,34.06,459.0
Premier Sedan,Vasant Kunj,Shastri Park,48.64,866.0
Auto,Green Park,South Extension,43.97,801.0
Auto,Green Park,South Extension,43.97,801.0
Go Mini,Connaught Place,Samaypur Badli,4.76,246.0
Go Mini,Vidhan Sabha,Qutub Minar,32.73,673.0
Auto,Samaypur Badli,Jor Bagh,5.5,462.0
Uber XL,Panipat,Hauz Rani,33.31,58.0
Bike,Mehrauli,AIIMS,45.34,460.0
Go Mini,Udyog Vihar,Ghitorni Village,19.39,188.0
Premier Sedan,INA Market,Mandi House,17.26,249.0
Go Sedan,DLF Phase 3,Model Town,16.38,324.0
Go Sedan,DLF Phase 3,Model Town,16.38,324.0
Go Mini,IMT Manesar,Hero Honda Chowk,5.74,914.0
Bike,DLF Phase 3,Rajiv Chowk,48.79,148.0
Auto,Cyber Hub,Jasola,4.39,879.0
Go Mini,Mandi House,New Colony,42.59,487.0
Premier Sedan,Qutub Minar,Rithala,11.55,452.0
Go Sedan,Sohna Road,DLF City Court,20.76,254.0
Auto,Noida Sector 18,Kadarpur,7.44,149.0
Uber XL,Ramesh Nagar,INA Market,17.86,454.0
Go Sedan,Gwal Pahari,Central Secretariat,37.37,128.0
Auto,Gurgaon Railway Station,Ramesh Nagar,3.61,698.0
Auto,INA Market,Govindpuri,35.08,752.0
Auto,Badshahpur,Udyog Vihar,15.89,195.0
Go Mini,Shivaji Park,Subhash Chowk,29.09,410.0
Go Sedan,Model Town,Vatika Chowk,4.64,141.0
Premier Sedan,Shastri Park,Saket,30.93,514.0
Auto,Subhash Nagar,Dilshad Garden,29.65,59.0
Uber XL,AIIMS,Botanical Garden,35.25,981.0
Go Sedan,Arjangarh,Chirag Delhi,2.64,125.0
Auto,Gurgaon Railway Station,Khandsa,47.33,454.0
Go Sedan,Bhiwadi,Rajouri Garden,12.27,796.0
Bike,Green Park,Hero Honda Chowk,34.81,463.0
Premier Sedan,ITO,Kadarpur,33.22,888.0
Auto,Basai Dhankot,Aya Nagar,36.86,476.0
Auto,Saket,Botanical Garden,34.97,378.0
Go Mini,Mansarovar Park,Badshahpur,41.89,168.0
Go Mini,Hauz Rani,Lok Kalyan Marg,47.19,162.0
Bike,Dwarka Mor,Noida Sector 18,9.52,292.0
Auto,Connaught Place,Kirti Nagar,26.71,775.0
Bike,Delhi Gate,Palam Vihar,3.22,782.0
Premier Sedan,Green Park,Inderlok,16.98,617.0
Premier Sedan,RK Puram,Jhilmil,24.96,468.0
eBike,Rajiv Nagar,Hauz Rani,37.28,827.0
Auto,Nehru Place,Barakhamba Road,42.39,341.0
Uber XL,Welcome,Basai Dhankot,2.94,981.0
Auto,IIT Delhi,Nawada,14.01,211.0
Premier Sedan,Adarsh Nagar,Civil Lines Gurgaon,33.9,541.0
Auto,Dwarka Mor,Rithala,6.98,275.0
Bike,Rohini East,Kanhaiya Nagar,26.2,467.0
Auto,Rohini East,Cyber Hub,10.59,72.0
Auto,IIT Delhi,Maidan Garhi,9.91,934.0
Bike,DLF Phase 3,Saidulajab,23.83,107.0
Premier Sedan,Keshav Puram,Panchsheel Park,7.75,657.0
Bike,Sushant Lok,Gwal Pahari,30.98,362.0
Bike,Qutub Minar,GTB Nagar,32.36,290.0
Bike,Qutub Minar,GTB Nagar,32.36,290.0
Auto,Udyog Vihar,Lajpat Nagar,46.13,681.0
Auto,Ghaziabad,Vishwavidyalaya,12.99,119.0
Go Mini,Saidulajab,Tagore Garden,3.22,576.0
Go Mini,Mayur Vihar,Kashmere Gate,25.77,711.0
Go Mini,ITO,Kherki Daula Toll,41.61,468.0
Go Mini,Khandsa,Ambience Mall,47.66,455.0
Auto,Karol Bagh,Faridabad Sector 15,46.73,148.0
eBike,Kirti Nagar,Tughlakabad,14.69,491.0
Go Sedan,Munirka,Gurgaon Sector 56,33.84,348.0
Go Mini,Vasant Kunj,Lok Kalyan Marg,4.94,66.0
Bike,Vidhan Sabha,Raj Nagar Extension,4.28,478.0
Bike,Samaypur Badli,Mehrauli,6.71,130.0
Go Sedan,Subhash Nagar,Nawada,8.16,366.0
Auto,Noida Sector 18,Kalkaji,4.91,830.0
Go Mini,Udyog Bhawan,IGI Airport,16.74,268.0
Auto,Chandni Chowk,Pataudi Chowk,12.8,267.0
Auto,Chandni Chowk,Pataudi Chowk,12.8,267.0
Go Mini,Green Park,DLF City Court,28.89,964.0
Bike,Vishwavidyalaya,Rohini,30.37,737.0
eBike,Huda City Centre,Vasant Kunj,47.59,491.0
Premier Sedan,Model Town,Chhatarpur,28.96,1090.0
Go Sedan,Barakhamba Road,ITO,35.45,112.0
Premier Sedan,Seelampur,Karol Bagh,47.03,770.0
Go Mini,Barakhamba Road,Dilshad Garden,13.63,274.0
Uber XL,Okhla,Udyog Vihar Phase 4,21.67,747.0
Go Mini,Basai Dhankot,ITO,19.29,111.0
Go Mini,Basai Dhankot,ITO,19.29,111.0
eBike,Maidan Garhi,Gurgaon Sector 56,4.84,2374.0
Auto,Sarojini Nagar,Udyog Vihar Phase 4,46.43,488.0
Auto,Kaushambi,Jasola,11.83,924.0
Auto,Udyog Bhawan,DLF City Court,5.46,592.0
Go Sedan,Rajiv Chowk,Sonipat,14.76,329.0
Go Sedan,Dwarka Mor,Mayur Vihar,7.52,326.0
Go Mini,New Delhi Railway Station,Huda City Centre,25.85,358.0
Auto,Arjangarh,Delhi Gate,18.62,326.0
Go Sedan,Ashok Park Main,Tughlakabad,45.57,342.0
Auto,Anand Vihar ISBT,Panchsheel Park,49.2,185.0
Auto,Shastri Park,Kirti Nagar,25.58,376.0
Auto,Tagore Garden,Paharganj,3.3,353.0
Premier Sedan,Netaji Subhash Place,Cyber Hub,29.9,534.0
Bike,Karol Bagh,Karkarduma,46.0,340.0
Bike,Karol Bagh,Karkarduma,46.0,340.0
Auto,Sarojini Nagar,Shivaji Park,11.66,121.0
Bike,Saket A Block,Jama Masjid,43.33,326.0
Auto,Shahdara,Mehrauli,14.2,453.0
Go Mini,Adarsh Nagar,India Gate,25.15,821.0
Premier Sedan,Anand Vihar,Sushant Lok,45.23,313.0
Go Mini,Indraprastha,Rajouri Garden,10.68,632.0
Go Mini,Indraprastha,Rajouri Garden,10.68,632.0
Premier Sedan,Chirag Delhi,Cyber Hub,35.46,546.0
Premier Sedan,Chirag Delhi,Cyber Hub,35.46,546.0
Auto,IGNOU Road,Vinobapuri,16.67,806.0
Go Mini,Green Park,Pulbangash,4.43,352.0
Bike,Badarpur,Noida Sector 62,34.22,634.0
Go Mini,Shastri Park,Anand Vihar ISBT,8.69,624.0
Auto,Vasant Kunj,Lal Quila,18.9,895.0
Go Sedan,Subhash Chowk,Anand Vihar ISBT,4.91,568.0
Premier Sedan,Pragati Maidan,Saket,6.68,439.0
Uber XL,Khandsa,INA Market,48.86,595.0
Premier Sedan,Vishwavidyalaya,Chanakyapuri,15.27,393.0
Premier Sedan,Sushant Lok,Kadarpur,36.14,240.0
eBike,Kashmere Gate,Delhi Gate,39.42,128.0
Go Sedan,Akshardham,Kirti Nagar,33.88,638.0
eBike,Arjangarh,Pataudi Chowk,30.01,148.0
eBike,Nawada,Pitampura,38.42,328.0
Go Sedan,Karol Bagh,Sonipat,20.87,153.0
Go Sedan,Kadarpur,Yamuna Bank,43.26,83.0
Bike,Karol Bagh,IMT Manesar,25.26,214.0
Auto,Bhiwadi,Uttam Nagar,32.59,314.0
Go Mini,Madipur,Pragati Maidan,40.91,278.0
Go Mini,Jasola,Kadarpur,18.89,629.0
Bike,Khandsa,Munirka,41.17,203.0
Go Mini,Indirapuram,Moolchand,4.27,286.0
Go Sedan,Noida Film City,IIT Delhi,47.37,194.0
Auto,Munirka,Bahadurgarh,5.0,1197.0
Go Mini,Bhikaji Cama Place,Sultanpur,15.38,221.0
Go Mini,Maidan Garhi,Punjabi Bagh,6.32,383.0
Go Mini,Subhash Nagar,Mandi House,47.61,162.0
Go Sedan,Punjabi Bagh,Patel Chowk,3.91,130.0
Go Mini,Manesar,Panchsheel Park,37.84,109.0
Auto,Keshav Puram,Mundka,17.61,358.0
Bike,Botanical Garden,Hauz Rani,42.6,849.0
Go Sedan,Botanical Garden,AIIMS,37.65,739.0
Auto,Chhatarpur,Punjabi Bagh,45.78,80.0
Go Sedan,Meerut,Ashok Vihar,48.5,592.0
Auto,Kanhaiya Nagar,Barakhamba Road,2.66,636.0
Go Mini,Tis Hazari,Connaught Place,15.94,318.0
Auto,Dwarka Sector 21,Saket A Block,44.07,1003.0
Go Mini,Rajouri Garden,Shastri Nagar,12.59,767.0
Auto,Jhilmil,Badshahpur,28.66,193.0
Go Mini,Dilshad Garden,Rohini East,18.26,50.0
Go Sedan,Netaji Subhash Place,Ashok Vihar,30.32,574.0
Auto,RK Puram,Udyog Vihar,15.69,122.0
Auto,Connaught Place,Subhash Nagar,15.03,598.0
Premier Sedan,Karol Bagh,Rajiv Nagar,33.99,731.0
Auto,Vatika Chowk,Bhiwadi,22.84,897.0
Premier Sedan,Model Town,Akshardham,37.09,1240.0
Go Sedan,Anand Vihar ISBT,South Extension,8.43,229.0
Bike,Dwarka Sector 21,Yamuna Bank,4.83,422.0
Go Sedan,GTB Nagar,Laxmi Nagar,21.68,386.0
eBike,Bhikaji Cama Place,DLF Phase 3,24.43,131.0
Premier Sedan,Welcome,Indraprastha,46.78,84.0
Auto,Rajiv Chowk,Mandi House,16.03,1506.0
Auto,Faridabad Sector 15,Nehru Place,38.44,131.0
Auto,Moti Nagar,Kashmere Gate ISBT,42.64,174.0
Auto,Nirman Vihar,Nawada,14.45,97.0
Auto,Nirman Vihar,Nawada,14.45,97.0
Auto,Jhilmil,Chhatarpur,21.97,840.0
Auto,Ashok Vihar,Jahangirpuri,25.87,388.0
eBike,Uttam Nagar,Jasola,29.39,334.0
Auto,DLF City Court,Bhiwadi,30.15,453.0
Go Mini,Aya Nagar,Mehrauli,44.66,222.0
Go Mini,Sultanpur,Tis Hazari,23.62,548.0
Go Sedan,Netaji Subhash Place,Yamuna Bank,34.81,165.0
eBike,Anand Vihar ISBT,Mansarovar Park,25.74,172.0
eBike,Vidhan Sabha,Preet Vihar,43.15,222.0
Auto,Ashok Vihar,Ghaziabad,14.8,881.0
Go Sedan,Pitampura,Barakhamba Road,20.1,426.0
eBike,Rohini West,Noida Sector 18,29.17,938.0
Premier Sedan,Mehrauli,Civil Lines Gurgaon,22.76,129.0
Premier Sedan,DLF Phase 3,Punjabi Bagh,29.76,810.0
Go Sedan,Jama Masjid,Manesar,16.69,489.0
eBike,Ardee City,Punjabi Bagh,9.97,681.0
Go Sedan,Chhatarpur,Paharganj,39.33,168.0
Premier Sedan,Qutub Minar,Bhikaji Cama Place,4.01,173.0
Go Sedan,Kherki Daula Toll,Ashram,48.43,656.0
Go Mini,Connaught Place,Rohini West,4.44,932.0
Go Mini,Connaught Place,Rohini West,4.44,932.0
Go Mini,Cyber Hub,Vaishali,38.71,200.0
Go Mini,Lajpat Nagar,Chanakyapuri,27.11,134.0
Auto,Sonipat,Hero Honda Chowk,29.83,143.0
Bike,Chhatarpur,Mayur Vihar,40.78,397.0
Premier Sedan,MG Road,Basai Dhankot,3.14,363.0
Premier Sedan,Nehru Place,Rohini East,40.52,813.0
Go Mini,Khan Market,Karkarduma,38.91,136.0
Go Sedan,Saket,Gwal Pahari,46.55,662.0
Premier Sedan,Tughlakabad,Karkarduma,11.36,344.0
Go Sedan,Central Secretariat,Samaypur Badli,26.55,330.0
Bike,Ardee City,Rohini West,49.09,798.0
Auto,Vasant Kunj,Dwarka Sector 21,33.77,1099.0
Auto,Botanical Garden,Mandi House,32.73,1731.0
Bike,Hauz Khas,Azadpur,7.71,419.0
Premier Sedan,Mandi House,Noida Film City,43.06,900.0
Premier Sedan,IGI Airport,Tilak Nagar,28.59,638.0
Go Sedan,Ghitorni Village,Subhash Chowk,36.94,193.0
Auto,Bhikaji Cama Place,Adarsh Nagar,36.48,430.0
Premier Sedan,Chirag Delhi,IFFCO Chowk,6.53,172.0
Go Sedan,Paharganj,Barakhamba Road,14.45,356.0
Premier Sedan,Basai Dhankot,Anand Vihar ISBT,45.15,297.0
Bike,Pragati Maidan,Paharganj,33.14,1958.0
Bike,Pragati Maidan,Paharganj,33.14,1958.0
Go Mini,Cyber Hub,Chandni Chowk,41.24,417.0
Auto,Mansarovar Park,Bhikaji Cama Place,4.01,320.0
Bike,Chandni Chowk,Saidulajab,29.7,181.0
Premier Sedan,Paschim Vihar,Old Gurgaon,13.55,145.0
Bike,Model Town,New Colony,28.43,298.0
Auto,Ardee City,Pitampura,33.33,303.0
Bike,Vaishali,Ghitorni Village,15.52,1310.0
Auto,Vaishali,DLF City Court,20.52,262.0
Go Sedan,GTB Nagar,Sultanpur,28.89,220.0
Go Mini,Karol Bagh,Noida Film City,44.33,1273.0
Go Mini,Rohini,DLF Phase 3,11.26,202.0
Bike,Pataudi Chowk,Ardee City,14.79,391.0
Auto,Kalkaji,Rajiv Chowk,10.85,631.0
Go Mini,Pragati Maidan,Kherki Daula Toll,22.4,327.0
